0.0229994,0.0229994
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
0.0459988,0.0459988
-0.132444,0.00233959
-0.0134727,-0.0785248
0.142755,-0.0126512
0.0919975,0
0.142755,-0.0126512
-0.0134727,-0.0785248
-0.132444,0.00233959
0.0459988,0.0459988
0.00233959,-0.132444
-0.0785248,-0.0134727
-0.0126512,0.142755
0,0.0919975
-0.0126512,0.142755
-0.0785248,-0.0134727
0.00233959,-0.132444
-0.0551256,0.0229994
0.0122846,-0.0975996
0.0917165,-0.105872
-0.0918876,-0.115129
-0.00280594,-0.0537743
0.0750737,0.0740404
-0.127324,0.0205014
-0.121887,0.0165662
-0.0350413,0.150888
-0.0564551,0.0218039
-0.0603101,-0.0812861
0.0695568,-0.014122
0.0822183,-0.0923566
-0.131263,-0.0652272
-0.0572063,-0.0392986
